event_id,title,category,city,description,price,capacity,date
819,Food Fest 2024,food,Ahmedabad,A fantastic food event in Ahmedabad.,1858.54,268,2025-10-16
820,Sports Fest 2024,sports,Pune,A fantastic sports event in Pune.,867.29,606,2025-06-28
821,Food Fest 2024,food,Pune,A fantastic food event in Pune.,176.21,554,2025-08-03
822,Spiritual Fest 2025,spiritual,Kolkata,A fantastic spiritual event in Kolkata.,768.52,288,2025-12-16
823,Entertainment Fest 2024,entertainment,Jaipur,A fantastic entertainment event in Jaipur.,1422.63,732,2025-10-13
824,Technology Fest 2025,technology,Bangalore,A fantastic technology event in Bangalore.,1766.91,707,2025-07-08
825,Education Fest 2024,education,Kolkata,A fantastic education event in Kolkata.,1544.57,413,2025-08-16
826,Food Fest 2025,food,Lucknow,A fantastic food event in Lucknow.,1677.51,613,2025-08-16
827,Cultural Fest 2024,cultural,Hyderabad,A fantastic cultural event in Hyderabad.,822.96,774,2025-11-25
828,Technology Fest 2024,technology,Chennai,A fantastic technology event in Chennai.,845.45,934,2025-11-12
829,Spiritual Fest 2025,spiritual,Lucknow,A fantastic spiritual event in Lucknow.,424.53,314,2025-10-25
830,Business Fest 2025,business,Mumbai,A fantastic business event in Mumbai.,706.09,472,2025-06-24
831,Sports Fest 2025,sports,Hyderabad,A fantastic sports event in Hyderabad.,1077.56,228,2025-10-31
832,Education Fest 2024,education,Lucknow,A fantastic education event in Lucknow.,412.93,523,2025-09-06
833,Food Fest 2025,food,Chennai,A fantastic food event in Chennai.,1563.65,642,2025-09-11
834,Business Fest 2024,business,Ahmedabad,A fantastic business event in Ahmedabad.,1849.46,743,2025-10-06
835,Education Fest 2024,education,Chennai,A fantastic education event in Chennai.,1753.47,664,2025-10-21
836,Technology Fest 2025,technology,Pune,A fantastic technology event in Pune.,1301.36,924,2025-09-25
837,Business Fest 2024,business,Delhi,A fantastic business event in Delhi.,1568.93,584,2025-10-27
838,Business Fest 2024,business,Jaipur,A fantastic business event in Jaipur.,179.39,342,2025-09-10
839,Sports Fest 2025,sports,Lucknow,A fantastic sports event in Lucknow.,1585.59,217,2025-07-29
840,Spiritual Fest 2025,spiritual,Lucknow,A fantastic spiritual event in Lucknow.,565.2,819,2025-10-30
841,Entertainment Fest 2025,entertainment,Bangalore,A fantastic entertainment event in Bangalore.,677.14,122,2025-09-04
842,Food Fest 2024,food,Bangalore,A fantastic food event in Bangalore.,1198.03,625,2025-08-30
843,Cultural Fest 2024,cultural,Chennai,A fantastic cultural event in Chennai.,156.23,730,2025-07-27
844,Education Fest 2025,education,Delhi,A fantastic education event in Delhi.,1584.08,431,2025-09-17
845,Sports Fest 2025,sports,Lucknow,A fantastic sports event in Lucknow.,434.76,611,2025-11-18
846,Education Fest 2024,education,Pune,A fantastic education event in Pune.,1725.36,351,2025-08-02
847,Spiritual Fest 2024,spiritual,Hyderabad,A fantastic spiritual event in Hyderabad.,552.51,807,2025-06-28
848,Food Fest 2025,food,Hyderabad,A fantastic food event in Hyderabad.,888.8,569,2025-07-28
849,Business Fest 2024,business,Chennai,A fantastic business event in Chennai.,1960.22,175,2025-07-14
850,Spiritual Fest 2025,spiritual,Jaipur,A fantastic spiritual event in Jaipur.,1657.61,135,2025-07-06
851,Sports Fest 2025,sports,Chennai,A fantastic sports event in Chennai.,1323.02,70,2025-10-03
852,Entertainment Fest 2025,entertainment,Mumbai,A fantastic entertainment event in Mumbai.,1164.43,969,2025-08-03
853,Technology Fest 2024,technology,Kolkata,A fantastic technology event in Kolkata.,1118.76,418,2025-07-11
854,Sports Fest 2025,sports,Jaipur,A fantastic sports event in Jaipur.,1716.67,637,2025-12-14
855,Food Fest 2025,food,Bangalore,A fantastic food event in Bangalore.,338.24,447,2025-10-10
856,Spiritual Fest 2024,spiritual,Delhi,A fantastic spiritual event in Delhi.,732.34,195,2025-09-22
857,Technology Fest 2024,technology,Delhi,A fantastic technology event in Delhi.,647.44,510,2025-08-03
858,Spiritual Fest 2024,spiritual,Ahmedabad,A fantastic spiritual event in Ahmedabad.,118.72,128,2025-07-14
859,Spiritual Fest 2025,spiritual,Delhi,A fantastic spiritual event in Delhi.,922.44,415,2025-10-01
860,Cultural Fest 2025,cultural,Hyderabad,A fantastic cultural event in Hyderabad.,1578.28,539,2025-07-15
861,Food Fest 2024,food,Mumbai,A fantastic food event in Mumbai.,719.96,264,2025-07-04
862,Sports Fest 2025,sports,Mumbai,A fantastic sports event in Mumbai.,1521.07,205,2025-11-12
863,Entertainment Fest 2024,entertainment,Ahmedabad,A fantastic entertainment event in Ahmedabad.,768.4,800,2025-07-12
864,Education Fest 2025,education,Bangalore,A fantastic education event in Bangalore.,1482.08,983,2025-07-17
865,Business Fest 2024,business,Pune,A fantastic business event in Pune.,994.36,639,2025-11-24
866,Cultural Fest 2025,cultural,Chennai,A fantastic cultural event in Chennai.,1441.48,509,2025-07-30
867,Entertainment Fest 2024,entertainment,Kolkata,A fantastic entertainment event in Kolkata.,1871.36,398,2025-10-20
868,Education Fest 2025,education,Kolkata,A fantastic education event in Kolkata.,1941.64,645,2025-10-03
869,Spiritual Fest 2024,spiritual,Pune,A fantastic spiritual event in Pune.,1773.26,82,2025-08-05
870,Technology Fest 2025,technology,Jaipur,A fantastic technology event in Jaipur.,608.58,401,2025-08-18
871,Sports Fest 2024,sports,Chennai,A fantastic sports event in Chennai.,909.1,914,2025-06-30
872,Education Fest 2024,education,Jaipur,A fantastic education event in Jaipur.,1348.86,482,2025-10-22
873,Sports Fest 2025,sports,Delhi,A fantastic sports event in Delhi.,288.87,524,2025-09-25
874,Sports Fest 2025,sports,Delhi,A fantastic sports event in Delhi.,1160.05,155,2025-09-07
875,Business Fest 2024,business,Chennai,A fantastic business event in Chennai.,1562.24,261,2025-11-18
876,Technology Fest 2025,technology,Lucknow,A fantastic technology event in Lucknow.,343.51,703,2025-12-17
877,Business Fest 2025,business,Kolkata,A fantastic business event in Kolkata.,348.34,472,2025-07-21
878,Sports Fest 2025,sports,Lucknow,A fantastic sports event in Lucknow.,122.92,106,2025-07-11
879,Entertainment Fest 2024,entertainment,Ahmedabad,A fantastic entertainment event in Ahmedabad.,218.63,953,2025-09-18
880,Business Fest 2024,business,Lucknow,A fantastic business event in Lucknow.,1331.91,696,2025-09-26
881,Entertainment Fest 2024,entertainment,Pune,A fantastic entertainment event in Pune.,749.39,782,2025-07-28
882,Food Fest 2025,food,Jaipur,A fantastic food event in Jaipur.,1481.27,526,2025-07-30
883,Technology Fest 2024,technology,Mumbai,A fantastic technology event in Mumbai.,1207.0,405,2025-09-20
884,Sports Fest 2024,sports,Lucknow,A fantastic sports event in Lucknow.,1738.49,997,2025-08-25
885,Education Fest 2025,education,Ahmedabad,A fantastic education event in Ahmedabad.,1512.9,439,2025-11-09
886,Cultural Fest 2024,cultural,Chennai,A fantastic cultural event in Chennai.,1703.45,143,2025-09-17
887,Cultural Fest 2024,cultural,Delhi,A fantastic cultural event in Delhi.,1013.83,889,2025-11-15
888,Business Fest 2024,business,Hyderabad,A fantastic business event in Hyderabad.,1766.52,557,2025-09-14
889,Cultural Fest 2024,cultural,Bangalore,A fantastic cultural event in Bangalore.,1368.5,207,2025-07-25
890,Entertainment Fest 2025,entertainment,Ahmedabad,A fantastic entertainment event in Ahmedabad.,1303.79,517,2025-11-08
891,Cultural Fest 2025,cultural,Jaipur,A fantastic cultural event in Jaipur.,1891.4,543,2025-08-02
892,Technology Fest 2025,technology,Ahmedabad,A fantastic technology event in Ahmedabad.,1220.59,743,2025-10-19
893,Technology Fest 2024,technology,Mumbai,A fantastic technology event in Mumbai.,1597.8,772,2025-10-26
894,Business Fest 2025,business,Jaipur,A fantastic business event in Jaipur.,1325.06,805,2025-10-24
895,Technology Fest 2024,technology,Hyderabad,A fantastic technology event in Hyderabad.,1430.98,500,2025-10-10
896,Entertainment Fest 2024,entertainment,Pune,A fantastic entertainment event in Pune.,411.75,983,2025-08-03
897,Technology Fest 2025,technology,Lucknow,A fantastic technology event in Lucknow.,230.21,849,2025-10-24
898,Spiritual Fest 2024,spiritual,Pune,A fantastic spiritual event in Pune.,1970.65,211,2025-08-09
899,Food Fest 2025,food,Pune,A fantastic food event in Pune.,1529.13,525,2025-11-19
900,Business Fest 2024,business,Pune,A fantastic business event in Pune.,804.79,558,2025-11-17
901,Technology Fest 2024,technology,Delhi,A fantastic technology event in Delhi.,1054.36,74,2025-10-02
902,Sports Fest 2025,sports,Kolkata,A fantastic sports event in Kolkata.,1323.56,299,2025-09-30
903,Entertainment Fest 2025,entertainment,Chennai,A fantastic entertainment event in Chennai.,1002.53,60,2025-10-05
904,Spiritual Fest 2025,spiritual,Delhi,A fantastic spiritual event in Delhi.,707.63,673,2025-12-06
905,Cultural Fest 2025,cultural,Chennai,A fantastic cultural event in Chennai.,1954.4,652,2025-08-14
906,Business Fest 2024,business,Hyderabad,A fantastic business event in Hyderabad.,1020.25,113,2025-08-15
907,Food Fest 2025,food,Kolkata,A fantastic food event in Kolkata.,1602.36,285,2025-09-23
908,Education Fest 2025,education,Pune,A fantastic education event in Pune.,800.41,577,2025-07-26
909,Entertainment Fest 2024,entertainment,Bangalore,A fantastic entertainment event in Bangalore.,1457.2,798,2025-10-22
910,Education Fest 2025,education,Mumbai,A fantastic education event in Mumbai.,1440.7,941,2025-10-18
911,Technology Fest 2025,technology,Bangalore,A fantastic technology event in Bangalore.,1661.62,222,2025-07-31
912,Entertainment Fest 2024,entertainment,Hyderabad,A fantastic entertainment event in Hyderabad.,1626.61,708,2025-09-18
913,Entertainment Fest 2024,entertainment,Hyderabad,A fantastic entertainment event in Hyderabad.,1960.92,811,2025-12-09
914,Food Fest 2024,food,Lucknow,A fantastic food event in Lucknow.,597.32,886,2025-06-30
915,Food Fest 2025,food,Pune,A fantastic food event in Pune.,1594.28,816,2025-11-22
916,Cultural Fest 2025,cultural,Ahmedabad,A fantastic cultural event in Ahmedabad.,930.5,542,2025-07-09
917,Sports Fest 2025,sports,Chennai,A fantastic sports event in Chennai.,1435.83,340,2025-09-21
918,Business Fest 2025,business,Bangalore,A fantastic business event in Bangalore.,1934.04,907,2025-08-23
919,Technology Fest 2025,technology,Bangalore,A fantastic technology event in Bangalore.,257.03,449,2025-12-11
920,Cultural Fest 2025,cultural,Delhi,A fantastic cultural event in Delhi.,1861.16,891,2025-12-16
921,Cultural Fest 2025,cultural,Hyderabad,A fantastic cultural event in Hyderabad.,1289.83,87,2025-08-13
922,Education Fest 2025,education,Ahmedabad,A fantastic education event in Ahmedabad.,1145.35,959,2025-10-27
923,Cultural Fest 2024,cultural,Hyderabad,A fantastic cultural event in Hyderabad.,349.38,403,2025-07-18
924,Entertainment Fest 2025,entertainment,Ahmedabad,A fantastic entertainment event in Ahmedabad.,429.22,584,2025-12-05
925,Entertainment Fest 2024,entertainment,Bangalore,A fantastic entertainment event in Bangalore.,1844.79,526,2025-10-25
926,Cultural Fest 2024,cultural,Delhi,A fantastic cultural event in Delhi.,401.83,790,2025-12-08
927,Entertainment Fest 2024,entertainment,Mumbai,A fantastic entertainment event in Mumbai.,1577.71,296,2025-11-12
928,Spiritual Fest 2024,spiritual,Jaipur,A fantastic spiritual event in Jaipur.,1844.13,677,2025-10-25
929,Education Fest 2024,education,Ahmedabad,A fantastic education event in Ahmedabad.,1040.15,793,2025-12-20
930,Technology Fest 2025,technology,Hyderabad,A fantastic technology event in Hyderabad.,1221.21,174,2025-12-07
931,Business Fest 2025,business,Lucknow,A fantastic business event in Lucknow.,1704.68,854,2025-10-02
932,Business Fest 2024,business,Mumbai,A fantastic business event in Mumbai.,1174.22,952,2025-12-20
933,Food Fest 2025,food,Delhi,A fantastic food event in Delhi.,512.72,839,2025-12-05
934,Education Fest 2025,education,Hyderabad,A fantastic education event in Hyderabad.,545.77,683,2025-07-30
935,Technology Fest 2025,technology,Delhi,A fantastic technology event in Delhi.,155.8,57,2025-07-05
936,Education Fest 2025,education,Pune,A fantastic education event in Pune.,1147.64,586,2025-10-25
937,Sports Fest 2025,sports,Ahmedabad,A fantastic sports event in Ahmedabad.,771.26,314,2025-12-16
938,Food Fest 2025,food,Lucknow,A fantastic food event in Lucknow.,1766.14,232,2025-07-10
939,Technology Fest 2025,technology,Lucknow,A fantastic technology event in Lucknow.,845.79,511,2025-09-30
940,Entertainment Fest 2024,entertainment,Delhi,A fantastic entertainment event in Delhi.,267.74,687,2025-12-05
941,Technology Fest 2025,technology,Jaipur,A fantastic technology event in Jaipur.,952.96,948,2025-12-18
942,Technology Fest 2024,technology,Ahmedabad,A fantastic technology event in Ahmedabad.,465.69,170,2025-07-21
943,Business Fest 2024,business,Chennai,A fantastic business event in Chennai.,276.19,95,2025-07-13
944,Food Fest 2025,food,Bangalore,A fantastic food event in Bangalore.,1311.58,953,2025-07-30
945,Technology Fest 2025,technology,Hyderabad,A fantastic technology event in Hyderabad.,1276.53,638,2025-08-31
946,Spiritual Fest 2025,spiritual,Bangalore,A fantastic spiritual event in Bangalore.,657.27,979,2025-10-24
947,Technology Fest 2024,technology,Bangalore,A fantastic technology event in Bangalore.,168.01,275,2025-09-20
948,Education Fest 2025,education,Ahmedabad,A fantastic education event in Ahmedabad.,464.58,697,2025-11-12
949,Entertainment Fest 2025,entertainment,Delhi,A fantastic entertainment event in Delhi.,490.06,733,2025-12-05
950,Spiritual Fest 2024,spiritual,Pune,A fantastic spiritual event in Pune.,1271.71,505,2025-08-31
951,Spiritual Fest 2025,spiritual,Mumbai,A fantastic spiritual event in Mumbai.,1554.21,656,2025-12-20
952,Cultural Fest 2025,cultural,Mumbai,A fantastic cultural event in Mumbai.,122.54,396,2025-08-04
953,Education Fest 2025,education,Hyderabad,A fantastic education event in Hyderabad.,471.98,403,2025-11-09
954,Business Fest 2025,business,Mumbai,A fantastic business event in Mumbai.,226.6,525,2025-09-02
955,Cultural Fest 2025,cultural,Hyderabad,A fantastic cultural event in Hyderabad.,171.46,932,2025-07-16
956,Sports Fest 2024,sports,Hyderabad,A fantastic sports event in Hyderabad.,587.02,638,2025-12-19
957,Technology Fest 2025,technology,Bangalore,A fantastic technology event in Bangalore.,1555.54,972,2025-07-15
958,Entertainment Fest 2025,entertainment,Chennai,A fantastic entertainment event in Chennai.,1825.04,389,2025-08-19
959,Entertainment Fest 2025,entertainment,Pune,A fantastic entertainment event in Pune.,1402.78,549,2025-12-14
960,Entertainment Fest 2024,entertainment,Kolkata,A fantastic entertainment event in Kolkata.,824.88,861,2025-08-30
961,Spiritual Fest 2024,spiritual,Kolkata,A fantastic spiritual event in Kolkata.,1447.9,116,2025-08-11
962,Cultural Fest 2024,cultural,Bangalore,A fantastic cultural event in Bangalore.,1178.73,862,2025-08-10
963,Education Fest 2024,education,Chennai,A fantastic education event in Chennai.,386.16,350,2025-09-17
964,Entertainment Fest 2024,entertainment,Chennai,A fantastic entertainment event in Chennai.,147.89,999,2025-12-01
965,Education Fest 2025,education,Hyderabad,A fantastic education event in Hyderabad.,557.3,987,2025-07-07
966,Cultural Fest 2024,cultural,Kolkata,A fantastic cultural event in Kolkata.,1701.86,761,2025-10-28
967,Technology Fest 2024,technology,Lucknow,A fantastic technology event in Lucknow.,717.52,618,2025-08-22
968,Sports Fest 2025,sports,Bangalore,A fantastic sports event in Bangalore.,716.74,889,2025-12-05
969,Education Fest 2024,education,Bangalore,A fantastic education event in Bangalore.,366.42,256,2025-08-02
970,Food Fest 2025,food,Pune,A fantastic food event in Pune.,1791.72,261,2025-09-10
971,Sports Fest 2025,sports,Chennai,A fantastic sports event in Chennai.,360.56,975,2025-12-03
972,Food Fest 2024,food,Bangalore,A fantastic food event in Bangalore.,776.08,757,2025-09-19
973,Spiritual Fest 2025,spiritual,Kolkata,A fantastic spiritual event in Kolkata.,784.78,768,2025-07-28
974,Food Fest 2024,food,Ahmedabad,A fantastic food event in Ahmedabad.,1763.93,81,2025-12-06
975,Sports Fest 2024,sports,Mumbai,A fantastic sports event in Mumbai.,1739.08,58,2025-08-13
976,Sports Fest 2025,sports,Bangalore,A fantastic sports event in Bangalore.,1945.66,394,2025-08-12
977,Sports Fest 2025,sports,Hyderabad,A fantastic sports event in Hyderabad.,1221.61,938,2025-09-04
978,Business Fest 2025,business,Chennai,A fantastic business event in Chennai.,1676.82,419,2025-10-25
979,Sports Fest 2025,sports,Mumbai,A fantastic sports event in Mumbai.,536.32,548,2025-11-17
980,Education Fest 2024,education,Ahmedabad,A fantastic education event in Ahmedabad.,1315.69,508,2025-09-20
981,Food Fest 2025,food,Hyderabad,A fantastic food event in Hyderabad.,968.38,213,2025-12-09
982,Spiritual Fest 2024,spiritual,Delhi,A fantastic spiritual event in Delhi.,1738.9,511,2025-07-27
983,Entertainment Fest 2024,entertainment,Hyderabad,A fantastic entertainment event in Hyderabad.,1261.83,939,2025-12-02
984,Sports Fest 2024,sports,Bangalore,A fantastic sports event in Bangalore.,326.42,491,2025-07-13
985,Education Fest 2025,education,Mumbai,A fantastic education event in Mumbai.,1058.9,744,2025-11-29
986,Cultural Fest 2025,cultural,Ahmedabad,A fantastic cultural event in Ahmedabad.,1101.76,713,2025-11-05
987,Technology Fest 2025,technology,Hyderabad,A fantastic technology event in Hyderabad.,1134.41,989,2025-10-26
988,Cultural Fest 2025,cultural,Bangalore,A fantastic cultural event in Bangalore.,184.89,975,2025-09-23
989,Food Fest 2025,food,Kolkata,A fantastic food event in Kolkata.,1312.97,834,2025-07-18
990,Technology Fest 2024,technology,Ahmedabad,A fantastic technology event in Ahmedabad.,194.33,958,2025-11-09
991,Spiritual Fest 2024,spiritual,Kolkata,A fantastic spiritual event in Kolkata.,1850.98,291,2025-11-19
992,Technology Fest 2024,technology,Lucknow,A fantastic technology event in Lucknow.,1159.26,512,2025-09-26
993,Spiritual Fest 2024,spiritual,Ahmedabad,A fantastic spiritual event in Ahmedabad.,1747.09,965,2025-07-17
994,Business Fest 2024,business,Pune,A fantastic business event in Pune.,240.11,767,2025-11-25
995,Food Fest 2025,food,Mumbai,A fantastic food event in Mumbai.,561.34,830,2025-08-24
996,Education Fest 2024,education,Delhi,A fantastic education event in Delhi.,301.3,758,2025-11-15
997,Technology Fest 2025,technology,Jaipur,A fantastic technology event in Jaipur.,697.29,679,2025-08-04
998,Entertainment Fest 2025,entertainment,Hyderabad,A fantastic entertainment event in Hyderabad.,1233.66,300,2025-11-06
999,Technology Fest 2024,technology,Lucknow,A fantastic technology event in Lucknow.,1697.37,358,2025-10-22
